case_id;activity;time
;TA_enter;587
;TA_task1;636
;TB_enter;688
;TB_task2;737
;TC_enter;792
;TC_task3;841
;TD_enter;1579
;TD_task4;1628
;TE_enter;2154
;TE_task5;2203
;TF_enter;2237
;TF_task6;2286
;TG_enter;2613
;TG_task7;2662
;TH_enter;2932
;TH_task8;2981
;T1-TH_task9;2998
