mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-13 20:21:21,3,1
,T_0_rebooting,2023-09-13 20:21:30,3,1
,T_0_Busy,2023-09-13 20:21:37,3,1
,T_0_rebooting,2023-09-13 20:21:45,3,1
,T_0_Busy,2023-09-13 20:21:54,3,1
,T_0_rebooting,2023-09-13 20:22:02,3,1
,T_0_Busy,2023-09-13 20:22:23,2,1
,T_0_rebooting,2023-09-13 20:22:31,2,1
,T_0_Busy,2023-09-13 20:22:56,1,1
,T_0_rebooting,2023-09-13 20:23:04,1,1
,T_0_Busy,2023-09-13 20:23:24,3,1
,T_0_rebooting,2023-09-13 20:23:36,3,1
,T_0_Busy,2023-09-13 20:23:58,0,1
,T_0_rebooting,2023-09-13 20:24:06,0,1
,T_0_Busy,2023-09-13 20:24:13,4,1
,T_0_rebooting,2023-09-13 20:24:25,4,1
,T_0_Busy,2023-09-13 20:24:43,1,1
,T_0_rebooting,2023-09-13 20:24:52,1,1
,T_0_Busy,2023-09-13 20:25:44,1,1
,T_0_rebooting,2023-09-13 20:25:51,1,1
,T_0_Busy,2023-09-13 20:25:59,5,1
,T_0_rebooting,2023-09-13 20:26:08,5,1
,T_0_Busy,2023-09-13 20:26:17,5,1
,T_0_rebooting,2023-09-13 20:26:25,5,1
,T_0_Busy,2023-09-13 20:26:39,1,1
,T_0_rebooting,2023-09-13 20:26:51,1,1
,T_0_Busy,2023-09-13 20:26:58,4,1
,T_0_rebooting,2023-09-13 20:27:06,4,1
,T_0_Busy,2023-09-13 20:27:15,5,1
,T_0_rebooting,2023-09-13 20:27:27,5,1
