mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-13 20:17:50,3,1
,T_0_rebooting,2023-09-13 20:17:59,3,1
,T_0_Busy,2023-09-13 20:18:06,3,1
,T_0_rebooting,2023-09-13 20:18:14,3,1
,T_0_Busy,2023-09-13 20:18:27,1,1
,T_0_rebooting,2023-09-13 20:18:34,1,1
,T_0_Busy,2023-09-13 20:18:50,2,1
,T_0_rebooting,2023-09-13 20:18:58,2,1
,T_0_Busy,2023-09-13 20:19:07,2,1
,T_0_rebooting,2023-09-13 20:19:19,2,1
,T_0_Busy,2023-09-13 20:19:44,3,1
,T_0_rebooting,2023-09-13 20:19:56,3,1
,T_0_Busy,2023-09-13 20:20:02,5,1
,T_0_rebooting,2023-09-13 20:20:09,5,1
,T_0_Busy,2023-09-13 20:20:42,1,1
,T_0_rebooting,2023-09-13 20:20:49,1,1
,T_0_Busy,2023-09-13 20:20:59,2,1
,T_0_rebooting,2023-09-13 20:21:07,2,1
,T_0_Busy,2023-09-13 20:21:38,0,1
,T_0_rebooting,2023-09-13 20:21:46,0,1
,T_0_Busy,2023-09-13 20:22:07,5,1
,T_0_rebooting,2023-09-13 20:22:15,5,1
,T_0_Busy,2023-09-13 20:22:29,4,1
,T_0_rebooting,2023-09-13 20:22:41,4,1
,T_0_Busy,2023-09-13 20:23:02,3,1
,T_0_rebooting,2023-09-13 20:23:11,3,1
,T_0_Busy,2023-09-13 20:23:37,2,1
,T_0_rebooting,2023-09-13 20:23:50,2,1
