mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-13 20:13:53,3,1
,T_0_Done,2023-09-13 20:13:58,3,1
,T_2_Busy,2023-09-13 20:14:10,0,1
,T_2_Done,2023-09-13 20:14:15,0,1
,T_2_ocupied,2023-09-13 20:14:15,0,1
,T_2_waiting,2023-09-13 20:14:15,0,1
,T_6_ocupied,2023-09-13 20:14:30,2,1
,T_6_waiting,2023-09-13 20:14:30,2,1
,T_1_ocupied,2023-09-13 20:14:36,3,1
,T_1_waiting,2023-09-13 20:14:36,3,1
,T_1_busy,2023-09-13 20:14:36,3,1
,T_2_busy,2023-09-13 20:14:36,0,1
,T_6_busy,2023-09-13 20:14:36,2,1
,T_1_done,2023-09-13 20:14:41,3,1
,T_2_done,2023-09-13 20:14:41,0,1
,T_6_done,2023-09-13 20:14:41,2,1
