mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-13 20:13:33,3,1
,T_0_rebooting,2023-09-13 20:13:42,3,1
,T_0_Busy,2023-09-13 20:13:49,3,1
,T_0_rebooting,2023-09-13 20:13:57,3,1
,T_0_Busy,2023-09-13 20:14:10,1,1
,T_0_rebooting,2023-09-13 20:14:17,1,1
,T_0_Busy,2023-09-13 20:14:33,2,1
,T_0_rebooting,2023-09-13 20:14:41,2,1
,T_0_Busy,2023-09-13 20:14:50,2,1
,T_0_rebooting,2023-09-13 20:15:02,2,1
,T_0_Busy,2023-09-13 20:15:27,3,1
,T_0_rebooting,2023-09-13 20:15:39,3,1
,T_0_Busy,2023-09-13 20:15:45,5,1
,T_0_rebooting,2023-09-13 20:15:52,5,1
,T_0_Busy,2023-09-13 20:16:25,1,1
,T_0_rebooting,2023-09-13 20:16:32,1,1
,T_0_Busy,2023-09-13 20:16:42,2,1
,T_0_rebooting,2023-09-13 20:16:50,2,1
,T_0_Busy,2023-09-13 20:17:21,0,1
,T_0_rebooting,2023-09-13 20:17:29,0,1
,T_0_Busy,2023-09-13 20:17:50,5,1
,T_0_rebooting,2023-09-13 20:17:58,5,1
,T_0_Busy,2023-09-13 20:18:12,4,1
,T_0_rebooting,2023-09-13 20:18:24,4,1
,T_0_Busy,2023-09-13 20:18:45,3,1
,T_0_rebooting,2023-09-13 20:18:54,3,1
,T_0_Busy,2023-09-13 20:19:20,2,1
,T_0_rebooting,2023-09-13 20:19:33,2,1
