mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-13 20:13:30,3,1
,T_0_Done,2023-09-13 20:13:35,3,1
,T_2_Busy,2023-09-13 20:13:47,0,1
,T_2_Done,2023-09-13 20:13:52,0,1
,T_2_ocupied,2023-09-13 20:13:52,0,1
,T_2_waiting,2023-09-13 20:13:52,0,1
,T_6_ocupied,2023-09-13 20:14:07,2,1
,T_6_waiting,2023-09-13 20:14:07,2,1
,T_1_ocupied,2023-09-13 20:14:13,3,1
,T_1_waiting,2023-09-13 20:14:13,3,1
,T_1_busy,2023-09-13 20:14:13,3,1
,T_2_busy,2023-09-13 20:14:13,0,1
,T_6_busy,2023-09-13 20:14:13,2,1
,T_1_done,2023-09-13 20:14:18,3,1
,T_2_done,2023-09-13 20:14:18,0,1
,T_6_done,2023-09-13 20:14:18,2,1
