mision, action, DateTime, org:resource, randomSeed 
,T_38_Busy,2023-09-19 15:55:29,14,5
,T_38_Done,2023-09-19 15:55:32,14,5
,T_22_Busy,2023-09-19 15:56:02,20,5
,T_22_Done,2023-09-19 15:56:06,20,5
,T_51_Busy,2023-09-19 15:56:28,9,5
,T_51_Done,2023-09-19 15:56:32,9,5
,T_48_Busy,2023-09-19 15:56:48,29,5
,T_48_Done,2023-09-19 15:56:52,29,5
,T_43_Busy,2023-09-19 15:56:59,20,5
,T_43_Done,2023-09-19 15:57:03,20,5
,T_5_Busy,2023-09-19 15:58:01,7,5
,T_5_Done,2023-09-19 15:58:05,7,5
,T_42_Busy,2023-09-19 15:58:20,11,5
,T_42_Done,2023-09-19 15:58:24,11,5
,T_9_Busy,2023-09-19 15:59:22,16,5
,T_9_Done,2023-09-19 15:59:26,16,5
,T_55_Busy,2023-09-19 16:00:15,21,5
,T_55_Done,2023-09-19 16:00:19,21,5
,T_34_Busy,2023-09-19 16:00:39,8,5
,T_34_Done,2023-09-19 16:00:43,8,5
,T_11_Busy,2023-09-19 16:02:45,11,5
,T_11_Done,2023-09-19 16:02:49,11,5
,T_49_Busy,2023-09-19 16:03:54,24,5
,T_49_Done,2023-09-19 16:03:58,24,5
,T_59_Busy,2023-09-19 16:07:20,20,5
,T_59_Done,2023-09-19 16:07:24,20,5
,T_34_Busy,2023-09-19 16:07:38,28,5
,T_34_Done,2023-09-19 16:07:41,28,5
,T_4_Busy,2023-09-19 16:07:59,5,5
,T_4_Done,2023-09-19 16:08:03,5,5
,T_25_Busy,2023-09-19 16:08:11,25,5
,T_25_Done,2023-09-19 16:08:15,25,5
,T_58_Busy,2023-09-19 16:08:33,9,5
,T_58_Done,2023-09-19 16:08:37,9,5
,T_7_Busy,2023-09-19 16:09:23,26,5
,T_7_Done,2023-09-19 16:09:27,26,5
,T_19_Busy,2023-09-19 16:10:03,6,5
,T_19_Done,2023-09-19 16:10:07,6,5
,T_51_Busy,2023-09-19 16:10:19,14,5
,T_51_Done,2023-09-19 16:10:23,14,5
,T_57_ocupied,2023-09-19 16:10:29,5,5
,T_57_waiting,2023-09-19 16:10:29,5,5
,T_29_ocupied,2023-09-19 16:10:30,7,5
,T_29_waiting,2023-09-19 16:10:30,7,5
,T_16_ocupied,2023-09-19 16:10:34,8,5
,T_16_waiting,2023-09-19 16:10:34,8,5
,T_52_ocupied,2023-09-19 16:10:55,29,5
,T_52_waiting,2023-09-19 16:10:55,29,5
,T_57_Busy,2023-09-19 16:10:55,5,5
,T_52_Busy,2023-09-19 16:10:55,29,5
,T_29_Busy,2023-09-19 16:10:55,7,5
,T_16_Busy,2023-09-19 16:10:55,8,5
,T_57_Done,2023-09-19 16:11:00,5,5
,T_52_Done,2023-09-19 16:11:00,29,5
,T_29_Done,2023-09-19 16:11:00,7,5
,T_16_Done,2023-09-19 16:11:00,8,5
,T_33_Busy,2023-09-19 16:11:30,28,5
,T_33_Done,2023-09-19 16:11:34,28,5
,T_30_Busy,2023-09-19 16:11:54,6,5
,T_30_Done,2023-09-19 16:11:58,6,5
,simulation_successful,2023-09-19 16:11:58,user,5
