mision, action, DateTime, org:resource, randomSeed 
,T_49_Busy,2023-09-20 15:15:12,21,1
,T_49_rebooting,2023-09-20 15:15:23,21,1
,T_49_Busy,2023-09-20 15:16:04,22,1
,T_49_rebooting,2023-09-20 15:16:10,22,1
,T_49_Busy,2023-09-20 15:16:19,22,1
,T_49_rebooting,2023-09-20 15:16:30,22,1
,T_49_Busy,2023-09-20 15:16:44,25,1
,T_49_rebooting,2023-09-20 15:16:55,25,1
,T_49_Busy,2023-09-20 15:18:40,14,1
,T_49_Done,2023-09-20 15:18:44,14,1
,T_1_Busy,2023-09-20 15:19:26,22,1
,T_1_Done,2023-09-20 15:19:30,22,1
,simulation_successful,2023-09-20 15:19:30,user,1
