mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,1900-01-00 00:00:00,4,60
,T_0_Done,1900-01-00 00:00:00,4,60
,T_2_Busy,1900-01-00 00:00:00,2,60
,T_2_Done,1900-01-00 00:00:00,2,60
,T_3_Busy,1900-01-00 00:00:00,5,60
,T_3_Done,1900-01-00 00:00:00,5,60
,T_1_ocupied,1900-01-00 00:00:00,4,60
,T_1_waiting,1900-01-00 00:00:00,4,60
,T_5_ocupied,1900-01-00 00:00:00,1,60
,T_5_waiting,1900-01-00 00:00:00,1,60
,T_6_ocupied,1900-01-00 00:00:00,2,60
,T_6_waiting,1900-01-00 00:00:00,2,60
,T_1_Busy,1900-01-00 00:00:00,4,60
,T_5_Busy,1900-01-00 00:00:00,1,60
,T_6_Busy,1900-01-00 00:00:00,2,60
,T_1_Done,1900-01-00 00:00:00,4,60
,T_5_Done,1900-01-00 00:00:00,1,60
,T_6_Done,1900-01-00 00:00:00,2,60
