mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-14 14:00:50,3,9
,T_0_Done,2023-09-14 14:00:55,3,9
,T_2_Busy,2023-09-14 14:01:16,4,9
,T_2_Done,2023-09-14 14:01:21,4,9
,T_3_Busy,2023-09-14 14:02:02,4,9
,T_3_Done,2023-09-14 14:02:06,4,9
,T_5_ocupied,2023-09-14 14:02:17,3,9
,T_5_waiting,2023-09-14 14:02:17,3,9
,T_1_ocupied,2023-09-14 14:02:27,1,9
,T_1_waiting,2023-09-14 14:02:27,1,9
,T_6_ocupied,2023-09-14 14:02:33,5,9
,T_6_waiting,2023-09-14 14:02:33,5,9
,T_1_Busy,2023-09-14 14:02:33,1,9
,T_5_Busy,2023-09-14 14:02:33,3,9
,T_6_Busy,2023-09-14 14:02:33,5,9
,T_1_Done,2023-09-14 14:02:38,1,9
,T_5_Done,2023-09-14 14:02:38,3,9
,T_6_Done,2023-09-14 14:02:38,5,9
