mision, action, DateTime, org:resource, randomSeed 
,T_38_Busy,2023-09-19 16:09:04,4,23
,T_38_Done,2023-09-19 16:09:08,4,23
,T_22_Busy,2023-09-19 16:09:23,29,23
,T_22_Done,2023-09-19 16:09:27,29,23
,T_51_Busy,2023-09-19 16:09:54,21,23
,T_51_Done,2023-09-19 16:09:58,21,23
,T_48_Busy,2023-09-19 16:10:18,1,23
,T_48_Done,2023-09-19 16:10:22,1,23
,T_43_Busy,2023-09-19 16:10:38,27,23
,T_43_Done,2023-09-19 16:10:42,27,23
,T_5_Busy,2023-09-19 16:10:56,12,23
,T_5_Done,2023-09-19 16:11:00,12,23
,T_42_Busy,2023-09-19 16:11:25,26,23
,T_42_Done,2023-09-19 16:11:29,26,23
,T_9_Busy,2023-09-19 16:12:00,18,23
,T_9_Done,2023-09-19 16:12:04,18,23
,T_55_Busy,2023-09-19 16:12:19,19,23
,T_55_Done,2023-09-19 16:12:23,19,23
,T_34_Busy,2023-09-19 16:12:32,17,23
,T_34_Done,2023-09-19 16:12:36,17,23
,T_11_Busy,2023-09-19 16:13:04,12,23
,T_11_Done,2023-09-19 16:13:08,12,23
,T_49_Busy,2023-09-19 16:13:24,8,23
,T_49_Done,2023-09-19 16:13:28,8,23
,T_59_Busy,2023-09-19 16:13:47,19,23
,T_59_Done,2023-09-19 16:13:51,19,23
,T_34_Busy,2023-09-19 16:14:10,18,23
,T_34_Done,2023-09-19 16:14:14,18,23
,T_4_Busy,2023-09-19 16:14:40,7,23
,T_4_Done,2023-09-19 16:14:44,7,23
,T_25_Busy,2023-09-19 16:14:49,3,23
,T_25_Done,2023-09-19 16:14:53,3,23
,T_58_Busy,2023-09-19 16:15:09,21,23
,T_58_Done,2023-09-19 16:15:13,21,23
,T_7_Busy,2023-09-19 16:15:35,7,23
,T_7_Done,2023-09-19 16:15:39,7,23
,T_19_Busy,2023-09-19 16:16:18,21,23
,T_19_Done,2023-09-19 16:16:22,21,23
,T_51_Busy,2023-09-19 16:16:56,17,23
,T_51_Done,2023-09-19 16:17:00,17,23
,T_57_ocupied,2023-09-19 16:17:10,24,23
,T_57_waiting,2023-09-19 16:17:10,24,23
,T_52_ocupied,2023-09-19 16:17:13,21,23
,T_52_waiting,2023-09-19 16:17:13,21,23
,T_29_ocupied,2023-09-19 16:17:14,14,23
,T_29_waiting,2023-09-19 16:17:14,14,23
,T_16_ocupied,2023-09-19 16:17:56,27,23
,T_16_waiting,2023-09-19 16:17:56,27,23
,T_57_Busy,2023-09-19 16:17:56,24,23
,T_52_Busy,2023-09-19 16:17:56,21,23
,T_29_Busy,2023-09-19 16:17:56,14,23
,T_16_Busy,2023-09-19 16:17:56,27,23
,T_57_rebooting,2023-09-19 16:18:04,24,23
,T_52_rebooting,2023-09-19 16:18:04,21,23
,T_29_rebooting,2023-09-19 16:18:04,14,23
,T_16_rebooting,2023-09-19 16:18:04,27,23
,T_52_ocupied,2023-09-19 16:18:20,18,23
,T_52_waiting,2023-09-19 16:18:20,18,23
,T_29_ocupied,2023-09-19 16:18:25,21,23
,T_29_waiting,2023-09-19 16:18:25,21,23
,T_57_ocupied,2023-09-19 16:18:27,5,23
,T_57_waiting,2023-09-19 16:18:27,5,23
,T_16_ocupied,2023-09-19 16:18:55,3,23
,T_16_waiting,2023-09-19 16:18:55,3,23
,T_57_Busy,2023-09-19 16:18:55,5,23
,T_52_Busy,2023-09-19 16:18:55,18,23
,T_29_Busy,2023-09-19 16:18:55,21,23
,T_16_Busy,2023-09-19 16:18:55,3,23
,T_57_rebooting,2023-09-19 16:19:03,5,23
,T_52_rebooting,2023-09-19 16:19:03,18,23
,T_29_rebooting,2023-09-19 16:19:03,21,23
,T_16_rebooting,2023-09-19 16:19:03,3,23
,T_29_ocupied,2023-09-19 16:19:12,21,23
,T_29_waiting,2023-09-19 16:19:12,21,23
,T_57_ocupied,2023-09-19 16:19:15,15,23
,T_57_waiting,2023-09-19 16:19:15,15,23
,T_52_ocupied,2023-09-19 16:19:22,13,23
,T_52_waiting,2023-09-19 16:19:22,13,23
,T_16_ocupied,2023-09-19 16:20:34,12,23
,T_16_waiting,2023-09-19 16:20:34,12,23
,T_57_Busy,2023-09-19 16:20:34,15,23
,T_52_Busy,2023-09-19 16:20:34,13,23
,T_29_Busy,2023-09-19 16:20:34,21,23
,T_16_Busy,2023-09-19 16:20:34,12,23
,T_57_Done,2023-09-19 16:20:39,15,23
,T_52_Done,2023-09-19 16:20:39,13,23
,T_29_Done,2023-09-19 16:20:39,21,23
,T_16_Done,2023-09-19 16:20:39,12,23
,T_33_Busy,2023-09-19 16:20:50,23,23
,T_33_Done,2023-09-19 16:20:54,23,23
,T_30_Busy,2023-09-19 16:21:25,24,23
,T_30_rebooting,2023-09-19 16:21:36,24,23
,T_30_Busy,2023-09-19 16:21:48,15,23
,T_30_rebooting,2023-09-19 16:21:59,15,23
,T_30_Busy,2023-09-19 16:22:20,4,23
,T_30_Done,2023-09-19 16:22:23,4,23
,simulation_successful,2023-09-19 16:22:23,user,23
