mision, action, DateTime, org:resource, randomSeed 
,T_38_Busy,2023-09-19 16:07:12,6,18
,T_38_rebooting,2023-09-19 16:07:19,6,18
,T_38_Busy,2023-09-19 16:07:28,6,18
,T_38_rebooting,2023-09-19 16:07:39,6,18
,T_38_Busy,2023-09-19 16:07:59,4,18
,T_38_Done,2023-09-19 16:08:03,4,18
,T_22_Busy,2023-09-19 16:08:22,7,18
,T_22_Done,2023-09-19 16:08:25,7,18
,T_51_Busy,2023-09-19 16:08:42,21,18
,T_51_Done,2023-09-19 16:08:46,21,18
,T_48_Busy,2023-09-19 16:10:20,28,18
,T_48_Done,2023-09-19 16:10:24,28,18
,T_43_Busy,2023-09-19 16:10:37,0,18
,T_43_Done,2023-09-19 16:10:41,0,18
,T_5_Busy,2023-09-19 16:11:18,5,18
,T_5_Done,2023-09-19 16:11:22,5,18
,T_42_Busy,2023-09-19 16:11:42,0,18
,T_42_Done,2023-09-19 16:11:46,0,18
,T_9_Busy,2023-09-19 16:12:47,28,18
,T_9_Done,2023-09-19 16:12:51,28,18
,T_55_Busy,2023-09-19 16:13:20,16,18
,T_55_Done,2023-09-19 16:13:24,16,18
,T_34_Busy,2023-09-19 16:13:51,15,18
,T_34_Done,2023-09-19 16:13:55,15,18
,T_11_Busy,2023-09-19 16:15:34,18,18
,T_11_rebooting,2023-09-19 16:15:45,18,18
,T_11_Busy,2023-09-19 16:16:41,3,18
,T_11_Done,2023-09-19 16:16:45,3,18
,T_49_Busy,2023-09-19 16:17:05,23,18
,T_49_Done,2023-09-19 16:17:09,23,18
,T_59_Busy,2023-09-19 16:18:53,26,18
,T_59_Done,2023-09-19 16:18:57,26,18
,T_34_Busy,2023-09-19 16:19:15,28,18
,T_34_rebooting,2023-09-19 16:19:26,28,18
,T_34_Busy,2023-09-19 16:19:45,5,18
,T_34_rebooting,2023-09-19 16:19:56,5,18
,T_34_Busy,2023-09-19 16:20:22,8,18
,T_34_rebooting,2023-09-19 16:20:28,8,18
,T_34_Busy,2023-09-19 16:20:36,10,18
,T_34_rebooting,2023-09-19 16:20:47,10,18
,T_34_Busy,2023-09-19 16:21:10,4,18
,T_34_rebooting,2023-09-19 16:21:20,4,18
,T_34_Busy,2023-09-19 16:21:29,19,18
,T_34_rebooting,2023-09-19 16:21:36,19,18
,T_34_Busy,2023-09-19 16:21:45,19,18
,T_34_rebooting,2023-09-19 16:21:52,19,18
,T_34_Busy,2023-09-19 16:22:00,3,18
,T_34_rebooting,2023-09-19 16:22:11,3,18
,T_34_Busy,2023-09-19 16:22:27,3,18
,T_34_rebooting,2023-09-19 16:22:34,3,18
,T_34_Busy,2023-09-19 16:23:07,22,18
,T_34_Done,2023-09-19 16:23:11,22,18
,T_4_Busy,2023-09-19 16:23:50,16,18
,T_4_Done,2023-09-19 16:23:54,16,18
,T_25_Busy,2023-09-19 16:24:09,7,18
,T_25_Done,2023-09-19 16:24:13,7,18
,T_58_Busy,2023-09-19 16:24:29,22,18
,T_58_Done,2023-09-19 16:24:33,22,18
,T_7_Busy,2023-09-19 16:26:05,11,18
,T_7_Done,2023-09-19 16:26:09,11,18
,T_19_Busy,2023-09-19 16:26:23,20,18
,T_19_Done,2023-09-19 16:26:27,20,18
,T_51_Busy,2023-09-19 16:26:39,28,18
,T_51_Done,2023-09-19 16:26:43,28,18
,T_57_ocupied,2023-09-19 16:26:54,29,18
,T_57_waiting,2023-09-19 16:26:54,29,18
,T_52_ocupied,2023-09-19 16:26:58,0,18
,T_52_waiting,2023-09-19 16:26:58,0,18
,T_29_ocupied,2023-09-19 16:26:59,28,18
,T_29_waiting,2023-09-19 16:26:59,28,18
,T_16_ocupied,2023-09-19 16:27:19,6,18
,T_16_waiting,2023-09-19 16:27:19,6,18
,T_57_Busy,2023-09-19 16:27:19,29,18
,T_52_Busy,2023-09-19 16:27:19,0,18
,T_29_Busy,2023-09-19 16:27:19,28,18
,T_16_Busy,2023-09-19 16:27:19,6,18
,T_57_Done,2023-09-19 16:27:24,29,18
,T_52_Done,2023-09-19 16:27:24,0,18
,T_29_Done,2023-09-19 16:27:24,28,18
,T_16_Done,2023-09-19 16:27:24,6,18
,T_33_Busy,2023-09-19 16:27:38,22,18
,T_33_Done,2023-09-19 16:27:42,22,18
,T_30_Busy,2023-09-19 16:27:57,20,18
,T_30_Done,2023-09-19 16:28:01,20,18
,simulation_successful,2023-09-19 16:28:01,user,18
