mision, action, DateTime, org:resource, randomSeed 
,T_11_ocupied,2023-09-20 11:40:30,18,6
,T_11_waiting,2023-09-20 11:40:30,18,6
,T_23_ocupied,2023-09-20 11:40:36,8,6
,T_23_waiting,2023-09-20 11:40:36,8,6
,T_45_ocupied,2023-09-20 11:40:51,26,6
,T_45_waiting,2023-09-20 11:40:51,26,6
,T_10_ocupied,2023-09-20 11:41:03,27,6
,T_10_waiting,2023-09-20 11:41:03,27,6
,T_18_ocupied,2023-09-20 11:41:17,24,6
,T_18_waiting,2023-09-20 11:41:17,24,6
,T_10_Busy,2023-09-20 11:41:17,27,6
,T_23_Busy,2023-09-20 11:41:17,8,6
,T_11_Busy,2023-09-20 11:41:17,18,6
,T_18_Busy,2023-09-20 11:41:17,24,6
,T_45_Busy,2023-09-20 11:41:17,26,6
,T_10_Done,2023-09-20 11:41:22,27,6
,T_23_Done,2023-09-20 11:41:22,8,6
,T_11_Done,2023-09-20 11:41:22,18,6
,T_18_Done,2023-09-20 11:41:22,24,6
,T_45_Done,2023-09-20 11:41:22,26,6
,T_33_Busy,2023-09-20 11:41:28,17,6
,T_33_Done,2023-09-20 11:41:32,17,6
,T_4_Busy,2023-09-20 11:43:40,0,6
,T_4_Done,2023-09-20 11:43:44,0,6
,simulation_successful,2023-09-20 11:43:44,user,6
