case_id;activity;time
;TA_enter;544
;TA_task1;593
;TB_enter;950
;TB_task2;999
;TC_enter;1546
;TC_task3;1595
;TD_enter;2647
;TD_task4;2696
;TE_enter;3409
;TE_task5;3458
;TF_enter;3638
;TF_task6;3687
;TG_enter;3730
;TG_task7;3779
;TH_enter;3820
;TH_task8;3869
;T1-TH_task9;3885
