case_id;activity;time
;TA_enter;213
;TB_enter;255
;TA_task1;262
;TB_task2;304
;TA_task3;320
;TB_task3;320
;TC_enter;472
;TC_task1;521
;TD_enter;806
;TD_task2;855
;TC_task3;872
;TD_task3;872
;TF_enter;1009
;TF_task2;1058
;TE_enter;1276
;TE_task1;1325
;TE_task3;1342
;TF_task3;1342
;TG_enter;1488
;TG_task1;1537
;TH_enter;1559
;TH_task2;1608
;TG_task3;1624
;TH_task3;1624
;TG_task4;1626
;TH_task4;1626
