mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 08:40:51,1,66
,T_5_Done,2023-09-13 08:40:55,1,66
,T_2_Busy,2023-09-13 08:41:00,3,66
,T_2_Done,2023-09-13 08:41:05,3,66
,T_2_ocupied,2023-09-13 08:41:05,3,66
,T_2_waiting,2023-09-13 08:41:05,3,66
,T_6_ocupied,2023-09-13 08:41:11,0,66
,T_6_waiting,2023-09-13 08:41:11,0,66
,T_1_ocupied,2023-09-13 08:41:33,4,66
,T_1_waiting,2023-09-13 08:41:33,4,66
,T_1_busy,2023-09-13 08:41:33,4,66
,T_2_busy,2023-09-13 08:41:33,3,66
,T_6_busy,2023-09-13 08:41:33,0,66
,T_1_done,2023-09-13 08:41:38,4,66
,T_2_done,2023-09-13 08:41:38,3,66
,T_6_done,2023-09-13 08:41:38,0,66
