case_id;activity;time
;TA_enter;208
;TA_task1;257
;TB_enter;306
;TB_task2;355
;TC_enter;557
;TC_task3;606
;TD_enter;941
;TD_task4;990
;TE_enter;1633
;TE_task5;1682
;TF_enter;1774
;TF_task6;1823
;TG_enter;2015
;TG_task7;2064
;TH_enter;2115
;TH_task8;2164
;T1-TH_task9;2180
