mision, action, DateTime, org:resource, randomSeed 
,T_49_Busy,2023-09-20 15:32:21,21,1
,T_49_rebooting,2023-09-20 15:32:32,21,1
,T_49_Busy,2023-09-20 15:33:13,22,1
,T_49_rebooting,2023-09-20 15:33:19,22,1
,T_49_Busy,2023-09-20 15:33:28,22,1
,T_49_rebooting,2023-09-20 15:33:39,22,1
,T_49_Busy,2023-09-20 15:33:53,25,1
,T_49_rebooting,2023-09-20 15:34:04,25,1
,T_49_Busy,2023-09-20 15:35:49,14,1
,T_49_Done,2023-09-20 15:35:53,14,1
,T_1_Busy,2023-09-20 15:36:35,22,1
,T_1_rebooting,2023-09-20 15:36:42,22,1
,T_1_Busy,2023-09-20 15:37:59,3,1
,T_1_rebooting,2023-09-20 15:38:10,3,1
,T_1_Busy,2023-09-20 15:38:29,26,1
,T_1_rebooting,2023-09-20 15:38:40,26,1
,T_1_Busy,2023-09-20 15:39:48,14,1
,T_1_Done,2023-09-20 15:39:52,14,1
,simulation_successful,2023-09-20 15:39:52,user,1
