case_id;activity;time;robot
mision32;TA_enter;2023-08-21 10:18:07;5
mision32;TB_enter;2023-08-21 10:18:10;1
mision32;TA_task1;2023-08-21 10:18:11;5
mision32;TB_task2;2023-08-21 10:18:15;1
mision32;TA_task3;2023-08-21 10:18:16;4
mision32;TB_task3;2023-08-21 10:18:16;4
mision32;TD_enter;2023-08-21 10:18:41;0
mision32;TC_enter;2023-08-21 10:18:41;3
mision32;TD_task2;2023-08-21 10:18:46;0
mision32;TC_task1;2023-08-21 10:18:46;3
mision32;TC_task3;2023-08-21 10:18:48;0
mision32;TD_task3;2023-08-21 10:18:48;0
mision32;TF_enter;2023-08-21 10:18:54;4
mision32;TF_task2;2023-08-21 10:18:59;4
mision32;TE_enter;2023-08-21 10:19:23;2
mision32;TE_task1;2023-08-21 10:19:28;2
mision32;TE_task3;2023-08-21 10:19:30;5
mision32;TF_task3;2023-08-21 10:19:30;5
mision32;TG_enter;2023-08-21 10:19:44;3
mision32;TG_task1;2023-08-21 10:19:49;3
mision32;TH_enter;2023-08-21 10:20:08;1
mision32;TH_task2;2023-08-21 10:20:13;1
mision32;TG_task3;2023-08-21 10:20:15;4
mision32;TH_task3;2023-08-21 10:20:15;4
mision32;TG_task4;2023-08-21 10:20:15;1
mision32;TH_task4;2023-08-21 10:20:15;1
