case_id;activity;time;robot
mision41;TB_enter;2023-08-21 10:17:12;3
mision41;TB_task2;2023-08-21 10:17:17;3
mision41;TA_enter;2023-08-21 10:17:26;0
mision41;TA_task1;2023-08-21 10:17:31;0
mision41;TA_task3;2023-08-21 10:17:33;3
mision41;TB_task3;2023-08-21 10:17:33;3
mision41;TD_enter;2023-08-21 10:17:47;5
mision41;TD_task2;2023-08-21 10:17:52;5
mision41;TC_enter;2023-08-21 10:17:55;2
mision41;TC_task1;2023-08-21 10:18:00;2
mision41;TC_task3;2023-08-21 10:18:02;5
mision41;TD_task3;2023-08-21 10:18:02;5
mision41;TE_enter;2023-08-21 10:18:22;3
mision41;TF_enter;2023-08-21 10:18:23;0
mision41;TE_task1;2023-08-21 10:18:27;3
mision41;TF_task2;2023-08-21 10:18:28;0
mision41;TE_task3;2023-08-21 10:18:30;3
mision41;TF_task3;2023-08-21 10:18:30;3
mision41;TG_enter;2023-08-21 10:18:45;1
mision41;TG_task1;2023-08-21 10:18:50;1
mision41;TH_enter;2023-08-21 10:18:51;2
mision41;TH_task2;2023-08-21 10:18:56;2
mision41;TG_task3;2023-08-21 10:18:57;5
mision41;TH_task3;2023-08-21 10:18:57;5
mision41;TG_task4;2023-08-21 10:18:58;2
mision41;TH_task4;2023-08-21 10:18:58;2
