case_id;activity;time;robot
mision55;TA_enter;2023-08-21 10:17:22;2
mision55;TA_task1;2023-08-21 10:17:27;2
mision55;TB_enter;2023-08-21 10:18:06;4
mision55;TB_task2;2023-08-21 10:18:11;4
mision55;TA_task3;2023-08-21 10:18:13;1
mision55;TB_task3;2023-08-21 10:18:13;1
mision55;TC_enter;2023-08-21 10:18:22;3
mision55;TC_task1;2023-08-21 10:18:27;3
mision55;TD_enter;2023-08-21 10:19:07;0
mision55;TD_task2;2023-08-21 10:19:11;0
mision55;TC_task3;2023-08-21 10:19:13;3
mision55;TD_task3;2023-08-21 10:19:13;3
mision55;TF_enter;2023-08-21 10:19:18;5
mision55;TF_task2;2023-08-21 10:19:23;5
mision55;TE_enter;2023-08-21 10:19:55;2
mision55;TE_task1;2023-08-21 10:20:00;2
mision55;TE_task3;2023-08-21 10:20:02;5
mision55;TF_task3;2023-08-21 10:20:02;5
mision55;TH_enter;2023-08-21 10:20:17;1
mision55;TH_task2;2023-08-21 10:20:22;1
mision55;TG_enter;2023-08-21 10:21:20;4
mision55;TG_task1;2023-08-21 10:21:25;4
mision55;TG_task3;2023-08-21 10:21:27;1
mision55;TH_task3;2023-08-21 10:21:27;1
mision55;TG_task4;2023-08-21 10:21:27;4
mision55;TH_task4;2023-08-21 10:21:27;4
