case_id;activity;time;robot
mision31;TB_enter;2023-08-21 10:17:30;4
mision31;TA_enter;2023-08-21 10:17:33;0
mision31;TB_task2;2023-08-21 10:17:35;4
mision31;TA_task1;2023-08-21 10:17:38;0
mision31;TA_task3;2023-08-21 10:17:40;3
mision31;TB_task3;2023-08-21 10:17:40;3
mision31;TC_enter;2023-08-21 10:17:57;5
mision31;TD_enter;2023-08-21 10:18:00;1
mision31;TC_task1;2023-08-21 10:18:02;5
mision31;TD_task2;2023-08-21 10:18:05;1
mision31;TC_task3;2023-08-21 10:18:07;4
mision31;TD_task3;2023-08-21 10:18:07;4
mision31;TE_enter;2023-08-21 10:18:23;3
mision31;TF_enter;2023-08-21 10:18:23;4
mision31;TE_task1;2023-08-21 10:18:27;3
mision31;TF_task2;2023-08-21 10:18:27;4
mision31;TE_task3;2023-08-21 10:18:29;1
mision31;TF_task3;2023-08-21 10:18:29;1
mision31;TH_enter;2023-08-21 10:18:37;0
mision31;TH_task2;2023-08-21 10:18:42;0
mision31;TG_enter;2023-08-21 10:18:44;5
