case_id;activity;time;robot
mision14;TB_enter;2023-08-21 10:16:56;5
mision14;TB_task2;2023-08-21 10:17:01;5
mision14;TA_enter;2023-08-21 10:17:04;0
mision14;TA_task1;2023-08-21 10:17:09;0
mision14;TA_task3;2023-08-21 10:17:10;3
mision14;TB_task3;2023-08-21 10:17:10;3
mision14;TC_enter;2023-08-21 10:17:19;4
mision14;TC_task1;2023-08-21 10:17:24;4
mision14;TD_enter;2023-08-21 10:18:51;1
mision14;TD_task2;2023-08-21 10:18:56;1
mision14;TC_task3;2023-08-21 10:18:57;4
mision14;TD_task3;2023-08-21 10:18:57;4
mision14;TF_enter;2023-08-21 10:19:22;3
mision14;TF_task2;2023-08-21 10:19:27;3
mision14;TE_enter;2023-08-21 10:20:56;5
mision14;TE_task1;2023-08-21 10:21:01;5
mision14;TE_task3;2023-08-21 10:21:03;2
mision14;TF_task3;2023-08-21 10:21:03;2
mision14;TG_enter;2023-08-21 10:21:13;2
mision14;TG_task1;2023-08-21 10:21:18;2
mision14;TH_enter;2023-08-21 10:21:31;4
mision14;TH_task2;2023-08-21 10:21:36;4
mision14;TG_task3;2023-08-21 10:21:38;1
mision14;TH_task3;2023-08-21 10:21:38;1
mision14;TG_task4;2023-08-21 10:21:38;4
mision14;TH_task4;2023-08-21 10:21:38;4
