case_id;activity;time;robot
mision40;TB_enter;2023-08-21 10:16:56;0
mision40;TB_task2;2023-08-21 10:17:00;0
mision40;TA_enter;2023-08-21 10:17:02;3
mision40;TA_task1;2023-08-21 10:17:07;3
mision40;TA_task3;2023-08-21 10:17:09;0
mision40;TB_task3;2023-08-21 10:17:09;0
mision40;TC_enter;2023-08-21 10:17:26;2
mision40;TC_task1;2023-08-21 10:17:31;2
mision40;TD_enter;2023-08-21 10:17:32;5
mision40;TD_task2;2023-08-21 10:17:37;5
mision40;TC_task3;2023-08-21 10:17:39;2
mision40;TD_task3;2023-08-21 10:17:39;2
mision40;TE_enter;2023-08-21 10:18:17;0
mision40;TE_task1;2023-08-21 10:18:22;0
mision40;TF_enter;2023-08-21 10:18:25;4
mision40;TF_task2;2023-08-21 10:18:30;4
mision40;TE_task3;2023-08-21 10:18:32;1
mision40;TF_task3;2023-08-21 10:18:32;1
mision40;TH_enter;2023-08-21 10:18:42;1
mision40;TH_task2;2023-08-21 10:18:47;1
mision40;TG_enter;2023-08-21 10:19:25;5
mision40;TG_task1;2023-08-21 10:19:29;5
mision40;TG_task3;2023-08-21 10:19:31;2
mision40;TH_task3;2023-08-21 10:19:31;2
mision40;TG_task4;2023-08-21 10:19:31;5
mision40;TH_task4;2023-08-21 10:19:31;5
