case_id;activity;time;robot
mision13;TB_enter;2023-08-21 10:17:39;1
mision13;TB_task2;2023-08-21 10:17:44;1
mision13;TA_enter;2023-08-21 10:18:25;4
mision13;TA_task1;2023-08-21 10:18:30;4
mision13;TA_task3;2023-08-21 10:18:32;1
mision13;TB_task3;2023-08-21 10:18:32;1
mision13;TC_enter;2023-08-21 10:18:46;0
mision13;TC_task1;2023-08-21 10:18:51;0
mision13;TD_enter;2023-08-21 10:18:52;3
mision13;TD_task2;2023-08-21 10:18:57;3
mision13;TC_task3;2023-08-21 10:18:59;0
mision13;TD_task3;2023-08-21 10:18:59;0
mision13;TF_enter;2023-08-21 10:19:15;1
mision13;TF_task2;2023-08-21 10:19:19;1
mision13;TE_enter;2023-08-21 10:19:22;4
mision13;TE_task1;2023-08-21 10:19:27;4
mision13;TE_task3;2023-08-21 10:19:29;1
mision13;TF_task3;2023-08-21 10:19:29;1
mision13;TG_enter;2023-08-21 10:19:45;3
mision13;TG_task1;2023-08-21 10:19:50;3
mision13;TH_enter;2023-08-21 10:19:50;0
mision13;TH_task2;2023-08-21 10:19:55;0
mision13;TG_task3;2023-08-21 10:19:57;3
mision13;TH_task3;2023-08-21 10:19:57;3
mision13;TG_task4;2023-08-21 10:19:57;0
mision13;TH_task4;2023-08-21 10:19:57;0
