case_id;activity;time;robot
mision26;TB_enter;2023-08-21 10:17:32;2
mision26;TA_enter;2023-08-21 10:17:36;1
mision26;TB_task2;2023-08-21 10:17:37;2
mision26;TA_task1;2023-08-21 10:17:40;1
mision26;TA_task3;2023-08-21 10:17:42;4
mision26;TB_task3;2023-08-21 10:17:42;4
mision26;TC_enter;2023-08-21 10:18:14;5
mision26;TD_enter;2023-08-21 10:18:16;0
mision26;TC_task1;2023-08-21 10:18:19;5
mision26;TD_task2;2023-08-21 10:18:21;0
mision26;TC_task3;2023-08-21 10:18:23;3
mision26;TD_task3;2023-08-21 10:18:23;3
mision26;TE_enter;2023-08-21 10:18:43;2
mision26;TF_enter;2023-08-21 10:18:47;3
mision26;TE_task1;2023-08-21 10:18:48;2
mision26;TF_task2;2023-08-21 10:18:51;3
mision26;TE_task3;2023-08-21 10:18:53;0
mision26;TF_task3;2023-08-21 10:18:53;0
mision26;TG_enter;2023-08-21 10:19:08;5
mision26;TG_task1;2023-08-21 10:19:13;5
mision26;TH_enter;2023-08-21 10:19:30;1
mision26;TH_task2;2023-08-21 10:19:35;1
mision26;TG_task3;2023-08-21 10:19:36;4
mision26;TH_task3;2023-08-21 10:19:36;4
mision26;TG_task4;2023-08-21 10:19:36;1
mision26;TH_task4;2023-08-21 10:19:36;1
