mision, action, DateTime, org:resource, randomSeed 
,T_27_ocupied,2023-09-20 18:31:02,19,2
,T_27_waiting,2023-09-20 18:31:02,19,2
,T_58_ocupied,2023-09-20 18:31:07,2,2
,T_58_waiting,2023-09-20 18:31:07,2,2
,T_45_ocupied,2023-09-20 18:31:07,8,2
,T_45_waiting,2023-09-20 18:31:07,8,2
,T_44_ocupied,2023-09-20 18:31:09,5,2
,T_44_waiting,2023-09-20 18:31:09,5,2
,T_11_ocupied,2023-09-20 18:31:09,21,2
,T_11_waiting,2023-09-20 18:31:09,21,2
,T_40_ocupied,2023-09-20 18:31:13,0,2
,T_40_waiting,2023-09-20 18:31:13,0,2
,T_16_ocupied,2023-09-20 18:31:14,20,2
,T_16_waiting,2023-09-20 18:31:14,20,2
,T_53_ocupied,2023-09-20 18:31:14,6,2
,T_53_waiting,2023-09-20 18:31:14,6,2
,T_59_ocupied,2023-09-20 18:31:16,17,2
,T_59_waiting,2023-09-20 18:31:16,17,2
,T_52_ocupied,2023-09-20 18:31:31,1,2
,T_52_waiting,2023-09-20 18:31:31,1,2
,T_8_ocupied,2023-09-20 18:31:32,24,2
,T_8_waiting,2023-09-20 18:31:32,24,2
,T_13_ocupied,2023-09-20 18:31:34,3,2
,T_13_waiting,2023-09-20 18:31:34,3,2
,T_1_ocupied,2023-09-20 18:31:36,15,2
,T_1_waiting,2023-09-20 18:31:36,15,2
,T_37_ocupied,2023-09-20 18:31:38,23,2
,T_37_waiting,2023-09-20 18:31:38,23,2
,T_15_ocupied,2023-09-20 18:31:54,29,2
,T_15_waiting,2023-09-20 18:31:54,29,2
,T_24_ocupied,2023-09-20 18:32:01,27,2
,T_24_waiting,2023-09-20 18:32:01,27,2
,T_51_ocupied,2023-09-20 18:32:18,14,2
,T_51_waiting,2023-09-20 18:32:18,14,2
,T_39_ocupied,2023-09-20 18:32:21,4,2
,T_39_waiting,2023-09-20 18:32:21,4,2
,T_55_ocupied,2023-09-20 18:33:09,11,2
,T_55_waiting,2023-09-20 18:33:09,11,2
,T_46_ocupied,2023-09-20 18:33:20,26,2
,T_46_waiting,2023-09-20 18:33:20,26,2
,T_23_ocupied,2023-09-20 18:33:27,7,2
,T_23_waiting,2023-09-20 18:33:27,7,2
,T_26_ocupied,2023-09-20 18:42:05,9,2
,T_26_waiting,2023-09-20 18:42:05,9,2
,T_11_Busy,2023-09-20 18:42:05,21,2
,T_27_Busy,2023-09-20 18:42:05,19,2
,T_59_Busy,2023-09-20 18:42:05,17,2
,T_55_Busy,2023-09-20 18:42:05,11,2
,T_39_Busy,2023-09-20 18:42:05,4,2
,T_24_Busy,2023-09-20 18:42:05,27,2
,T_16_Busy,2023-09-20 18:42:05,20,2
,T_45_Busy,2023-09-20 18:42:05,8,2
,T_13_Busy,2023-09-20 18:42:05,3,2
,T_40_Busy,2023-09-20 18:42:05,0,2
,T_44_Busy,2023-09-20 18:42:05,5,2
,T_46_Busy,2023-09-20 18:42:05,26,2
,T_15_Busy,2023-09-20 18:42:05,29,2
,T_23_Busy,2023-09-20 18:42:05,7,2
,T_26_Busy,2023-09-20 18:42:05,9,2
