case_id;activity;time
2;T8_enter;52
7;T7_enter;55
6;T4_enter;80
2;T8_task8;101
7;T7_task7;104
3;T6_enter;107
1;T3_enter;124
6;T4_task4;129
3;T6_task6;156
1;T3_task3;173
5;T5_enter;181
4;T1_enter;191
5;T5_task5;230
4;T1_task1;240
0;T2_enter;1423
0;T2_task2;1472
3;T1-T8_task9;1484
