case_id;activity;time
;TA_enter;142
;TA_task1;191
;TB_enter;673
;TB_task2;722
;TA_task3;738
;TB_task3;738
;TC_enter;847
;TD_enter;874
;TC_task1;896
;TD_task2;923
;TC_task3;940
;TD_task3;940
;TE_enter;1132
;TE_task1;1181
;TF_enter;1225
;TF_task2;1274
;TE_task3;1291
;TF_task3;1291
;TH_enter;1441
;TG_enter;1467
;TH_task2;1490
;TG_task1;1516
;TG_task3;1533
;TH_task3;1533
;TG_task4;1534
;TH_task4;1534
