mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-13 00:02:54,3,80
,T_0_Done,2023-09-13 00:02:59,3,80
,T_1_Busy,2023-09-13 00:03:10,3,80
,T_1_Done,2023-09-13 00:03:14,3,80
,T_3_ocupied,2023-09-13 00:03:25,1,80
,T_3_waiting,2023-09-13 00:03:25,1,80
,T_2_ocupied,2023-09-13 00:03:28,2,80
,T_2_waiting,2023-09-13 00:03:28,2,80
,T_2_busy,2023-09-13 00:03:28,2,80
,T_3_busy,2023-09-13 00:03:28,1,80
,T_2_done,2023-09-13 00:03:33,2,80
,T_3_done,2023-09-13 00:03:33,1,80
,T_4_Busy,2023-09-13 00:05:20,3,80
,T_4_Done,2023-09-13 00:05:24,3,80
,T_5_Busy,2023-09-13 00:05:34,1,80
,T_5_Done,2023-09-13 00:05:38,1,80
,T_1_ocupied,2023-09-13 00:05:56,1,80
,T_1_waiting,2023-09-13 00:05:56,1,80
,T_0_ocupied,2023-09-13 00:06:09,0,80
,T_0_waiting,2023-09-13 00:06:09,0,80
,T_0_busy,2023-09-13 00:06:09,0,80
,T_1_busy,2023-09-13 00:06:09,1,80
,T_0_done,2023-09-13 00:06:14,0,80
,T_1_done,2023-09-13 00:06:14,1,80
