case_id;activity;time
5;T3_enter;32
5;T3_task3;81
6;T8_enter;94
0;T7_enter;95
2;T4_enter;95
6;T8_task8;143
0;T7_task7;144
2;T4_task4;144
1;T6_enter;207
1;T6_task6;256
4;T2_enter;259
3;T1_enter;262
4;T2_task2;308
3;T1_task1;311
7;T5_enter;1107
7;T5_task5;1156
2;T1-T8_task9;1169
