mision, action, DateTime, org:resource, randomSeed 
,T_27_ocupied,2023-09-20 18:32:22,19,2
,T_27_waiting,2023-09-20 18:32:22,19,2
,T_58_ocupied,2023-09-20 18:32:27,2,2
,T_58_waiting,2023-09-20 18:32:27,2,2
,T_45_ocupied,2023-09-20 18:32:27,8,2
,T_45_waiting,2023-09-20 18:32:27,8,2
,T_44_ocupied,2023-09-20 18:32:29,5,2
,T_44_waiting,2023-09-20 18:32:29,5,2
,T_11_ocupied,2023-09-20 18:32:29,21,2
,T_11_waiting,2023-09-20 18:32:29,21,2
,T_40_ocupied,2023-09-20 18:32:33,0,2
,T_40_waiting,2023-09-20 18:32:33,0,2
,T_16_ocupied,2023-09-20 18:32:34,20,2
,T_16_waiting,2023-09-20 18:32:34,20,2
,T_53_ocupied,2023-09-20 18:32:34,6,2
,T_53_waiting,2023-09-20 18:32:34,6,2
,T_59_ocupied,2023-09-20 18:32:36,17,2
,T_59_waiting,2023-09-20 18:32:36,17,2
,T_52_ocupied,2023-09-20 18:32:51,1,2
,T_52_waiting,2023-09-20 18:32:51,1,2
,T_8_ocupied,2023-09-20 18:32:52,24,2
,T_8_waiting,2023-09-20 18:32:52,24,2
,T_13_ocupied,2023-09-20 18:32:54,3,2
,T_13_waiting,2023-09-20 18:32:54,3,2
,T_1_ocupied,2023-09-20 18:32:56,15,2
,T_1_waiting,2023-09-20 18:32:56,15,2
,T_37_ocupied,2023-09-20 18:32:58,23,2
,T_37_waiting,2023-09-20 18:32:58,23,2
,T_15_ocupied,2023-09-20 18:33:14,29,2
,T_15_waiting,2023-09-20 18:33:14,29,2
,T_24_ocupied,2023-09-20 18:33:21,27,2
,T_24_waiting,2023-09-20 18:33:21,27,2
,T_51_ocupied,2023-09-20 18:33:38,14,2
,T_51_waiting,2023-09-20 18:33:38,14,2
,T_39_ocupied,2023-09-20 18:33:41,4,2
,T_39_waiting,2023-09-20 18:33:41,4,2
,T_55_ocupied,2023-09-20 18:34:29,11,2
,T_55_waiting,2023-09-20 18:34:29,11,2
,T_46_ocupied,2023-09-20 18:34:40,26,2
,T_46_waiting,2023-09-20 18:34:40,26,2
,T_23_ocupied,2023-09-20 18:34:47,7,2
,T_23_waiting,2023-09-20 18:34:47,7,2
,T_26_ocupied,2023-09-20 18:43:25,9,2
,T_26_waiting,2023-09-20 18:43:25,9,2
,T_11_Busy,2023-09-20 18:43:25,21,2
,T_27_Busy,2023-09-20 18:43:25,19,2
,T_59_Busy,2023-09-20 18:43:25,17,2
,T_55_Busy,2023-09-20 18:43:25,11,2
,T_39_Busy,2023-09-20 18:43:25,4,2
,T_24_Busy,2023-09-20 18:43:25,27,2
,T_16_Busy,2023-09-20 18:43:25,20,2
,T_45_Busy,2023-09-20 18:43:25,8,2
,T_13_Busy,2023-09-20 18:43:25,3,2
,T_40_Busy,2023-09-20 18:43:25,0,2
,T_44_Busy,2023-09-20 18:43:25,5,2
,T_46_Busy,2023-09-20 18:43:25,26,2
,T_15_Busy,2023-09-20 18:43:25,29,2
,T_23_Busy,2023-09-20 18:43:25,7,2
,T_26_Busy,2023-09-20 18:43:25,9,2
,T_52_Busy,2023-09-20 18:43:25,1,2
,T_58_Busy,2023-09-20 18:43:25,2,2
,T_51_Busy,2023-09-20 18:43:25,14,2
,T_1_Busy,2023-09-20 18:43:25,15,2
,T_53_Busy,2023-09-20 18:43:25,6,2
,T_8_Busy,2023-09-20 18:43:25,24,2
,T_37_Busy,2023-09-20 18:43:25,23,2
,T_11_Done,2023-09-20 18:43:30,21,2
,T_27_Done,2023-09-20 18:43:30,19,2
,T_59_Done,2023-09-20 18:43:30,17,2
,T_55_Done,2023-09-20 18:43:30,11,2
,T_39_Done,2023-09-20 18:43:30,4,2
,T_24_Done,2023-09-20 18:43:30,27,2
,T_16_Done,2023-09-20 18:43:30,20,2
,T_45_Done,2023-09-20 18:43:30,8,2
,T_13_Done,2023-09-20 18:43:30,3,2
,T_40_Done,2023-09-20 18:43:30,0,2
,T_44_Done,2023-09-20 18:43:30,5,2
,T_46_Done,2023-09-20 18:43:30,26,2
,T_15_Done,2023-09-20 18:43:30,29,2
,T_23_Done,2023-09-20 18:43:30,7,2
,T_26_Done,2023-09-20 18:43:30,9,2
,T_52_Done,2023-09-20 18:43:30,1,2
,T_58_Done,2023-09-20 18:43:30,2,2
,T_51_Done,2023-09-20 18:43:30,14,2
,T_1_Done,2023-09-20 18:43:30,15,2
,T_53_Done,2023-09-20 18:43:30,6,2
,T_8_Done,2023-09-20 18:43:30,24,2
,T_37_Done,2023-09-20 18:43:30,23,2
,T_40_Busy,2023-09-20 18:43:31,0,2
,T_40_Done,2023-09-20 18:43:35,0,2
,T_56_Busy,2023-09-20 18:44:34,26,2
,T_56_Done,2023-09-20 18:44:38,26,2
,T_26_Busy,2023-09-20 18:45:12,3,2
,T_26_Done,2023-09-20 18:45:16,3,2
,simulation_successful,2023-09-20 18:45:16,user,2
