mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:20;3
;T_0Done;2023-09-07 21:28:25;3
;T_1Busy;2023-09-07 21:28:29;2
;T_1Done;2023-09-07 21:28:33;2
;T_2ocupied;2023-09-07 21:28:46;0
;T_2waiting;2023-09-07 21:28:46;0
;T_3ocupied;2023-09-07 21:28:46;4
;T_3waiting;2023-09-07 21:28:46;4
;T_2done;2023-09-07 21:28:51;0
;T_3done;2023-09-07 21:28:51;0
;T_4Busy;2023-09-07 21:29:39;3
;T_4Done;2023-09-07 21:29:43;3
;T_5Busy;2023-09-07 21:29:54;5
;T_5Done;2023-09-07 21:29:59;5
;T_0ocupied;2023-09-07 21:30:10;1
;T_0waiting;2023-09-07 21:30:10;1
;T_1ocupied;2023-09-07 21:30:58;2
;T_1waiting;2023-09-07 21:30:58;2
;T_0done;2023-09-07 21:31:03;0
;T_1done;2023-09-07 21:31:03;0
