mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:52;2
;T_0Done;2023-09-07 21:27:57;2
;T_1Busy;2023-09-07 21:28:00;4
;T_1Done;2023-09-07 21:28:05;4
;T_2ocupied;2023-09-07 21:28:18;1
;T_2waiting;2023-09-07 21:28:18;1
;T_3ocupied;2023-09-07 21:28:27;5
;T_3waiting;2023-09-07 21:28:27;5
;T_2done;2023-09-07 21:28:32;0
;T_3done;2023-09-07 21:28:32;0
;T_4Busy;2023-09-07 21:28:53;3
;T_4Done;2023-09-07 21:28:58;3
;T_5Busy;2023-09-07 21:29:02;0
;T_5Done;2023-09-07 21:29:07;0
;T_0ocupied;2023-09-07 21:29:14;5
;T_0waiting;2023-09-07 21:29:14;5
;T_1ocupied;2023-09-07 21:29:21;3
;T_1waiting;2023-09-07 21:29:21;3
;T_0done;2023-09-07 21:29:26;0
;T_1done;2023-09-07 21:29:26;0
