mision;activity;time;robot
;T_0Busy;2023-09-07 22:10:45;2
;T_0Done;2023-09-07 22:10:50;2
;T_1Busy;2023-09-07 22:11:15;2
;T_1Done;2023-09-07 22:11:20;2
;T_2ocupied;2023-09-07 22:11:36;4
;T_2waiting;2023-09-07 22:11:36;4
;T_3ocupied;2023-09-07 22:11:39;1
;T_3waiting;2023-09-07 22:11:39;1
;T_2done;2023-09-07 22:11:44;0
;T_3done;2023-09-07 22:11:44;0
;T_4Busy;2023-09-07 22:11:52;3
;T_4Done;2023-09-07 22:11:57;3
;T_5Busy;2023-09-07 22:12:06;1
;T_5Done;2023-09-07 22:12:11;1
;T_1ocupied;2023-09-07 22:12:25;4
;T_1waiting;2023-09-07 22:12:25;4
;T_0ocupied;2023-09-07 22:12:30;1
;T_0waiting;2023-09-07 22:12:30;1
;T_0done;2023-09-07 22:12:35;0
;T_1done;2023-09-07 22:12:35;0
