mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:26;3
;T_0Done;2023-09-07 21:28:30;3
;T_1Busy;2023-09-07 21:28:39;5
;T_1Done;2023-09-07 21:28:44;5
;T_2ocupied;2023-09-07 21:28:49;3
;T_2waiting;2023-09-07 21:28:49;3
;T_3ocupied;2023-09-07 21:29:00;0
;T_3waiting;2023-09-07 21:29:00;0
;T_2done;2023-09-07 21:29:05;0
;T_3done;2023-09-07 21:29:05;0
;T_4Busy;2023-09-07 21:29:33;5
;T_4Done;2023-09-07 21:29:38;5
;T_5Busy;2023-09-07 21:29:57;3
;T_5Done;2023-09-07 21:30:02;3
;T_0ocupied;2023-09-07 21:30:10;2
;T_0waiting;2023-09-07 21:30:10;2
;T_1ocupied;2023-09-07 21:30:16;3
;T_1waiting;2023-09-07 21:30:16;3
;T_0done;2023-09-07 21:30:21;0
;T_1done;2023-09-07 21:30:21;0
