mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:17;1
;T_0Done;2023-09-07 21:28:22;1
;T_1Busy;2023-09-07 21:28:41;2
;T_1Done;2023-09-07 21:28:46;2
;T_3ocupied;2023-09-07 21:29:03;0
;T_3waiting;2023-09-07 21:29:03;0
;T_2ocupied;2023-09-07 21:29:09;4
;T_2waiting;2023-09-07 21:29:09;4
;T_2done;2023-09-07 21:29:14;0
;T_3done;2023-09-07 21:29:14;0
;T_4Busy;2023-09-07 21:29:48;1
;T_4Done;2023-09-07 21:29:53;1
;T_5Busy;2023-09-07 21:30:36;2
;T_5Done;2023-09-07 21:30:41;2
;T_1ocupied;2023-09-07 21:30:55;1
;T_1waiting;2023-09-07 21:30:55;1
;T_0ocupied;2023-09-07 21:30:58;0
;T_0waiting;2023-09-07 21:30:58;0
;T_0done;2023-09-07 21:31:03;0
;T_1done;2023-09-07 21:31:03;0
