mision;activity;time;robot
;T_0Busy;2023-09-07 22:10:46;4
;T_0Done;2023-09-07 22:10:51;4
;T_1Busy;2023-09-07 22:11:46;3
;T_1Done;2023-09-07 22:11:51;3
;T_2ocupied;2023-09-07 22:12:03;0
;T_2waiting;2023-09-07 22:12:03;0
;T_3ocupied;2023-09-07 22:12:25;1
;T_3waiting;2023-09-07 22:12:25;1
;T_2done;2023-09-07 22:12:30;0
;T_3done;2023-09-07 22:12:30;0
;T_4Busy;2023-09-07 22:12:41;2
;T_4Done;2023-09-07 22:12:46;2
;T_5Busy;2023-09-07 22:13:08;2
;T_5Done;2023-09-07 22:13:13;2
;T_1ocupied;2023-09-07 22:13:26;3
;T_1waiting;2023-09-07 22:13:26;3
;T_0ocupied;2023-09-07 22:13:29;4
;T_0waiting;2023-09-07 22:13:29;4
;T_0done;2023-09-07 22:13:34;0
;T_1done;2023-09-07 22:13:34;0
