mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:07;1
;T_0Done;2023-09-07 21:28:12;1
;T_1Busy;2023-09-07 21:28:22;2
;T_1Done;2023-09-07 21:28:27;2
;T_2ocupied;2023-09-07 21:28:30;1
;T_2waiting;2023-09-07 21:28:30;1
;T_3ocupied;2023-09-07 21:29:16;0
;T_3waiting;2023-09-07 21:29:16;0
;T_2done;2023-09-07 21:29:21;0
;T_3done;2023-09-07 21:29:21;0
;T_4Busy;2023-09-07 21:29:27;5
;T_4Done;2023-09-07 21:29:32;5
;T_5Busy;2023-09-07 21:29:39;1
;T_5Done;2023-09-07 21:29:44;1
;T_1ocupied;2023-09-07 21:29:50;5
;T_1waiting;2023-09-07 21:29:50;5
;T_0ocupied;2023-09-07 21:29:58;0
;T_0waiting;2023-09-07 21:29:58;0
;T_0done;2023-09-07 21:30:03;0
;T_1done;2023-09-07 21:30:03;0
