mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:27;1
;T_0Done;2023-09-07 21:28:32;1
;T_1Busy;2023-09-07 21:28:35;4
;T_1Done;2023-09-07 21:28:40;4
;T_3ocupied;2023-09-07 21:28:54;5
;T_3waiting;2023-09-07 21:28:54;5
;T_2ocupied;2023-09-07 21:29:05;0
;T_2waiting;2023-09-07 21:29:05;0
;T_2done;2023-09-07 21:29:10;0
;T_3done;2023-09-07 21:29:10;0
;T_4Busy;2023-09-07 21:29:20;2
;T_4Done;2023-09-07 21:29:25;2
;T_5Busy;2023-09-07 21:29:31;4
;T_5Done;2023-09-07 21:29:35;4
;T_1ocupied;2023-09-07 21:29:45;2
;T_1waiting;2023-09-07 21:29:45;2
;T_0ocupied;2023-09-07 21:30:06;0
;T_0waiting;2023-09-07 21:30:06;0
;T_0done;2023-09-07 21:30:11;0
;T_1done;2023-09-07 21:30:11;0
