mision;activity;time;robot
;T_0Busy;2023-09-07 22:10:54;5
;T_0Done;2023-09-07 22:10:59;5
;T_1Busy;2023-09-07 22:11:26;3
;T_1Done;2023-09-07 22:11:31;3
;T_2ocupied;2023-09-07 22:11:37;5
;T_2waiting;2023-09-07 22:11:37;5
;T_3ocupied;2023-09-07 22:12:23;0
;T_3waiting;2023-09-07 22:12:23;0
;T_2done;2023-09-07 22:12:28;0
;T_3done;2023-09-07 22:12:28;0
;T_4Busy;2023-09-07 22:13:22;4
;T_4Done;2023-09-07 22:13:27;4
;T_5Busy;2023-09-07 22:13:35;5
;T_5Done;2023-09-07 22:13:39;5
;T_1ocupied;2023-09-07 22:13:51;3
;T_1waiting;2023-09-07 22:13:51;3
;T_0ocupied;2023-09-07 22:14:00;5
;T_0waiting;2023-09-07 22:14:00;5
;T_0done;2023-09-07 22:14:04;0
;T_1done;2023-09-07 22:14:04;0
