mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:10;1
;T_0Done;2023-09-07 21:28:15;1
;T_1Busy;2023-09-07 21:28:56;0
;T_1Done;2023-09-07 21:29:01;0
;T_3ocupied;2023-09-07 21:29:14;5
;T_3waiting;2023-09-07 21:29:14;5
;T_2ocupied;2023-09-07 21:29:20;3
;T_2waiting;2023-09-07 21:29:20;3
;T_2done;2023-09-07 21:29:25;0
;T_3done;2023-09-07 21:29:25;0
;T_4Busy;2023-09-07 21:29:56;5
;T_4Done;2023-09-07 21:30:01;5
;T_5Busy;2023-09-07 21:30:13;0
;T_5Done;2023-09-07 21:30:18;0
;T_1ocupied;2023-09-07 21:30:24;4
;T_1waiting;2023-09-07 21:30:24;4
;T_0ocupied;2023-09-07 21:30:33;0
;T_0waiting;2023-09-07 21:30:33;0
;T_0done;2023-09-07 21:30:38;0
;T_1done;2023-09-07 21:30:38;0
