mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:03;1
;T_0Done;2023-09-07 21:28:08;1
;T_1Busy;2023-09-07 21:28:12;5
;T_1Done;2023-09-07 21:28:17;5
;T_2ocupied;2023-09-07 21:28:24;2
;T_2waiting;2023-09-07 21:28:24;2
;T_3ocupied;2023-09-07 21:28:27;4
;T_3waiting;2023-09-07 21:28:27;4
;T_2done;2023-09-07 21:28:32;0
;T_3done;2023-09-07 21:28:32;0
;T_4Busy;2023-09-07 21:28:56;5
;T_4Done;2023-09-07 21:29:01;5
;T_5Busy;2023-09-07 21:29:14;2
;T_5Done;2023-09-07 21:29:19;2
;T_0ocupied;2023-09-07 21:29:35;2
;T_0waiting;2023-09-07 21:29:35;2
;T_1ocupied;2023-09-07 21:29:45;5
;T_1waiting;2023-09-07 21:29:45;5
;T_0done;2023-09-07 21:29:50;0
;T_1done;2023-09-07 21:29:50;0
