mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:34;4
;T_0Done;2023-09-07 22:11:39;4
;T_1Busy;2023-09-07 22:11:45;5
;T_1Done;2023-09-07 22:11:50;5
;T_2ocupied;2023-09-07 22:11:57;2
;T_2waiting;2023-09-07 22:11:57;2
;T_3ocupied;2023-09-07 22:12:18;3
;T_3waiting;2023-09-07 22:12:18;3
;T_2done;2023-09-07 22:12:23;0
;T_3done;2023-09-07 22:12:23;0
;T_4Busy;2023-09-07 22:12:32;1
;T_4Done;2023-09-07 22:12:37;1
;T_5Busy;2023-09-07 22:12:44;3
;T_5Done;2023-09-07 22:12:49;3
;T_1ocupied;2023-09-07 22:12:58;1
;T_1waiting;2023-09-07 22:12:58;1
;T_0ocupied;2023-09-07 22:13:05;3
;T_0waiting;2023-09-07 22:13:05;3
;T_0done;2023-09-07 22:13:10;0
;T_1done;2023-09-07 22:13:10;0
