mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:09;5
;T_0Done;2023-09-07 21:28:14;5
;T_1Busy;2023-09-07 21:28:36;1
;T_1Done;2023-09-07 21:28:41;1
;T_3ocupied;2023-09-07 21:28:53;4
;T_3waiting;2023-09-07 21:28:53;4
;T_2ocupied;2023-09-07 21:29:14;2
;T_2waiting;2023-09-07 21:29:14;2
;T_2done;2023-09-07 21:29:19;0
;T_3done;2023-09-07 21:29:19;0
;T_4Busy;2023-09-07 21:29:29;1
;T_4Done;2023-09-07 21:29:34;1
;T_5Busy;2023-09-07 21:29:43;3
;T_5Done;2023-09-07 21:29:48;3
;T_1ocupied;2023-09-07 21:29:58;4
;T_1waiting;2023-09-07 21:29:58;4
;T_0ocupied;2023-09-07 21:30:21;0
;T_0waiting;2023-09-07 21:30:21;0
;T_0done;2023-09-07 21:30:26;0
;T_1done;2023-09-07 21:30:26;0
