mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:15;2
;T_0Done;2023-09-07 21:27:19;2
;T_1Busy;2023-09-07 21:27:22;4
;T_1Done;2023-09-07 21:27:27;4
;T_3ocupied;2023-09-07 21:27:35;3
;T_3waiting;2023-09-07 21:27:35;3
;T_2ocupied;2023-09-07 21:28:01;4
;T_2waiting;2023-09-07 21:28:01;4
;T_2done;2023-09-07 21:28:06;0
;T_3done;2023-09-07 21:28:06;0
;T_4Busy;2023-09-07 21:29:10;5
;T_4Done;2023-09-07 21:29:15;5
;T_5Busy;2023-09-07 21:29:40;0
;T_5Done;2023-09-07 21:29:45;0
;T_1ocupied;2023-09-07 21:29:53;1
;T_1waiting;2023-09-07 21:29:53;1
;T_0ocupied;2023-09-07 21:29:58;4
;T_0waiting;2023-09-07 21:29:58;4
;T_0done;2023-09-07 21:30:03;0
;T_1done;2023-09-07 21:30:03;0
