mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:40;4
;T_0Done;2023-09-07 21:27:45;4
;T_1Busy;2023-09-07 21:28:01;3
;T_1Done;2023-09-07 21:28:06;3
;T_3ocupied;2023-09-07 21:28:15;4
;T_3waiting;2023-09-07 21:28:15;4
;T_2ocupied;2023-09-07 21:28:17;0
;T_2waiting;2023-09-07 21:28:17;0
;T_2done;2023-09-07 21:28:22;0
;T_3done;2023-09-07 21:28:22;0
;T_4Busy;2023-09-07 21:28:55;0
;T_4Done;2023-09-07 21:29:00;0
;T_5Busy;2023-09-07 21:29:10;3
;T_5Done;2023-09-07 21:29:15;3
;T_1ocupied;2023-09-07 21:29:29;2
;T_1waiting;2023-09-07 21:29:29;2
;T_0ocupied;2023-09-07 21:29:30;4
;T_0waiting;2023-09-07 21:29:30;4
;T_0done;2023-09-07 21:29:35;0
;T_1done;2023-09-07 21:29:35;0
