mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:20;4
;T_0Done;2023-09-07 21:28:25;4
;T_1Busy;2023-09-07 21:28:37;4
;T_1Done;2023-09-07 21:28:42;4
;T_2ocupied;2023-09-07 21:28:45;0
;T_2waiting;2023-09-07 21:28:45;0
;T_3ocupied;2023-09-07 21:28:47;5
;T_3waiting;2023-09-07 21:28:47;5
;T_2done;2023-09-07 21:28:52;0
;T_3done;2023-09-07 21:28:52;0
;T_4Busy;2023-09-07 21:30:11;3
;T_4Done;2023-09-07 21:30:16;3
;T_5Busy;2023-09-07 21:30:31;1
;T_5Done;2023-09-07 21:30:36;1
;T_1ocupied;2023-09-07 21:30:42;4
;T_1waiting;2023-09-07 21:30:42;4
;T_0ocupied;2023-09-07 21:30:46;2
;T_0waiting;2023-09-07 21:30:46;2
;T_0done;2023-09-07 21:30:51;0
;T_1done;2023-09-07 21:30:51;0
