mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:15;3
;T_0Done;2023-09-07 21:27:19;3
;T_1Busy;2023-09-07 21:27:36;0
;T_1Done;2023-09-07 21:27:41;0
;T_2ocupied;2023-09-07 21:27:48;2
;T_2waiting;2023-09-07 21:27:48;2
;T_3ocupied;2023-09-07 21:28:38;3
;T_3waiting;2023-09-07 21:28:38;3
;T_2done;2023-09-07 21:28:43;0
;T_3done;2023-09-07 21:28:43;0
;T_4Busy;2023-09-07 21:28:59;1
;T_4Done;2023-09-07 21:29:04;1
;T_5Busy;2023-09-07 21:29:08;0
;T_5Done;2023-09-07 21:29:13;0
;T_1ocupied;2023-09-07 21:29:25;1
;T_1waiting;2023-09-07 21:29:25;1
;T_0ocupied;2023-09-07 21:29:29;0
;T_0waiting;2023-09-07 21:29:29;0
;T_0done;2023-09-07 21:29:34;0
;T_1done;2023-09-07 21:29:34;0
