mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:36;5
;T_0Done;2023-09-07 22:11:41;5
;T_1Busy;2023-09-07 22:12:08;5
;T_1Done;2023-09-07 22:12:13;5
;T_2ocupied;2023-09-07 22:12:18;4
;T_2waiting;2023-09-07 22:12:18;4
;T_3ocupied;2023-09-07 22:13:40;2
;T_3waiting;2023-09-07 22:13:40;2
;T_2done;2023-09-07 22:13:45;0
;T_3done;2023-09-07 22:13:45;0
;T_4Busy;2023-09-07 22:14:55;0
;T_4Done;2023-09-07 22:15:00;0
;T_5Busy;2023-09-07 22:15:33;5
;T_5Done;2023-09-07 22:15:38;5
;T_1ocupied;2023-09-07 22:15:46;3
;T_1waiting;2023-09-07 22:15:46;3
;T_0ocupied;2023-09-07 22:15:50;1
;T_0waiting;2023-09-07 22:15:50;1
;T_0done;2023-09-07 22:15:55;0
;T_1done;2023-09-07 22:15:55;0
