, T_0_Busy, 2023-09-08 09:55:57, 4
, T_0_Done, 2023-09-08 09:56:02, 4
, T_1_Busy, 2023-09-08 09:56:06, 3
, T_1_Done, 2023-09-08 09:56:11, 3
, T_2_ocupied, 2023-09-08 09:56:28, 3
, T_2_waiting, 2023-09-08 09:56:28, 3
, T_3_ocupied, 2023-09-08 09:56:32, 4
, T_3_waiting, 2023-09-08 09:56:32, 4
, T_2_done, 2023-09-08 09:56:37, 0
, T_3_done, 2023-09-08 09:56:37, 0
, T_4_Busy, 2023-09-08 09:56:48, 0
, T_4_Done, 2023-09-08 09:56:53, 0
, T_5_Busy, 2023-09-08 09:57:17, 0
, T_5_Done, 2023-09-08 09:57:22, 0
, T_1_ocupied, 2023-09-08 09:57:31, 3
, T_1_waiting, 2023-09-08 09:57:31, 3
, T_0_ocupied, 2023-09-08 09:57:38, 0
, T_0_waiting, 2023-09-08 09:57:38, 0
, T_0_done, 2023-09-08 09:57:42, 0
, T_1_done, 2023-09-08 09:57:42, 0
