mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:47;3
;T_0Done;2023-09-07 21:27:52;3
;T_1Busy;2023-09-07 21:27:55;5
;T_1Done;2023-09-07 21:27:59;5
;T_2ocupied;2023-09-07 21:28:15;3
;T_2waiting;2023-09-07 21:28:15;3
;T_3ocupied;2023-09-07 21:28:22;4
;T_3waiting;2023-09-07 21:28:22;4
;T_2done;2023-09-07 21:28:27;0
;T_3done;2023-09-07 21:28:27;0
;T_4Busy;2023-09-07 21:28:44;0
;T_4Done;2023-09-07 21:28:49;0
;T_5Busy;2023-09-07 21:28:58;3
;T_5Done;2023-09-07 21:29:03;3
;T_0ocupied;2023-09-07 21:29:09;5
;T_0waiting;2023-09-07 21:29:09;5
;T_1ocupied;2023-09-07 21:29:31;3
;T_1waiting;2023-09-07 21:29:31;3
;T_0done;2023-09-07 21:29:36;0
;T_1done;2023-09-07 21:29:36;0
