mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:27;3
;T_0Done;2023-09-07 22:11:32;3
;T_1Busy;2023-09-07 22:12:08;2
;T_1Done;2023-09-07 22:12:13;2
;T_2ocupied;2023-09-07 22:12:17;3
;T_2waiting;2023-09-07 22:12:17;3
;T_3ocupied;2023-09-07 22:12:41;0
;T_3waiting;2023-09-07 22:12:41;0
;T_2done;2023-09-07 22:12:46;0
;T_3done;2023-09-07 22:12:46;0
;T_4Busy;2023-09-07 22:13:14;1
;T_4Done;2023-09-07 22:13:19;1
;T_5Busy;2023-09-07 22:13:48;0
;T_5Done;2023-09-07 22:13:53;0
;T_1ocupied;2023-09-07 22:14:07;5
;T_1waiting;2023-09-07 22:14:07;5
;T_0ocupied;2023-09-07 22:14:14;0
;T_0waiting;2023-09-07 22:14:14;0
;T_0done;2023-09-07 22:14:19;0
;T_1done;2023-09-07 22:14:19;0
