mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:10;1
;T_0Done;2023-09-07 21:28:15;1
;T_1Busy;2023-09-07 21:28:20;0
;T_1Done;2023-09-07 21:28:25;0
;T_2ocupied;2023-09-07 21:28:28;2
;T_2waiting;2023-09-07 21:28:28;2
;T_3ocupied;2023-09-07 21:28:57;5
;T_3waiting;2023-09-07 21:28:57;5
;T_2done;2023-09-07 21:29:02;0
;T_3done;2023-09-07 21:29:02;0
;T_4Busy;2023-09-07 21:29:14;3
;T_4Done;2023-09-07 21:29:18;3
;T_5Busy;2023-09-07 21:29:37;0
;T_5Done;2023-09-07 21:29:42;0
;T_1ocupied;2023-09-07 21:29:49;1
;T_1waiting;2023-09-07 21:29:49;1
;T_0ocupied;2023-09-07 21:29:59;3
;T_0waiting;2023-09-07 21:29:59;3
;T_0done;2023-09-07 21:30:04;0
;T_1done;2023-09-07 21:30:04;0
