mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:22;0
;T_0Done;2023-09-07 21:28:27;0
;T_1Busy;2023-09-07 21:28:37;2
;T_1Done;2023-09-07 21:28:42;2
;T_2ocupied;2023-09-07 21:29:00;1
;T_2waiting;2023-09-07 21:29:00;1
;T_3ocupied;2023-09-07 21:29:27;4
;T_3waiting;2023-09-07 21:29:27;4
;T_2done;2023-09-07 21:29:32;0
;T_3done;2023-09-07 21:29:32;0
;T_4Busy;2023-09-07 21:30:39;3
;T_4Done;2023-09-07 21:30:44;3
;T_5Busy;2023-09-07 21:30:46;2
;T_5Done;2023-09-07 21:30:51;2
;T_1ocupied;2023-09-07 21:30:59;3
;T_1waiting;2023-09-07 21:30:59;3
;T_0ocupied;2023-09-07 21:31:21;5
;T_0waiting;2023-09-07 21:31:21;5
;T_0done;2023-09-07 21:31:26;0
;T_1done;2023-09-07 21:31:26;0
