mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:14;3
;T_0Done;2023-09-07 22:11:19;3
;T_1Busy;2023-09-07 22:11:34;5
;T_1Done;2023-09-07 22:11:39;5
;T_2ocupied;2023-09-07 22:11:58;4
;T_2waiting;2023-09-07 22:11:58;4
;T_3ocupied;2023-09-07 22:12:12;2
;T_3waiting;2023-09-07 22:12:12;2
;T_2done;2023-09-07 22:12:17;0
;T_3done;2023-09-07 22:12:17;0
;T_4Busy;2023-09-07 22:13:07;2
;T_4Done;2023-09-07 22:13:12;2
;T_5Busy;2023-09-07 22:13:23;0
;T_5Done;2023-09-07 22:13:28;0
;T_0ocupied;2023-09-07 22:13:47;2
;T_0waiting;2023-09-07 22:13:47;2
;T_1ocupied;2023-09-07 22:14:24;4
;T_1waiting;2023-09-07 22:14:24;4
;T_0done;2023-09-07 22:14:29;0
;T_1done;2023-09-07 22:14:29;0
