mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:29;0
;T_0Done;2023-09-07 21:27:34;0
;T_1Busy;2023-09-07 21:27:37;4
;T_1Done;2023-09-07 21:27:42;4
;T_2ocupied;2023-09-07 21:27:48;1
;T_2waiting;2023-09-07 21:27:48;1
;T_3ocupied;2023-09-07 21:27:51;2
;T_3waiting;2023-09-07 21:27:51;2
;T_2done;2023-09-07 21:27:56;0
;T_3done;2023-09-07 21:27:56;0
;T_4Busy;2023-09-07 21:28:27;1
;T_4Done;2023-09-07 21:28:31;1
;T_5Busy;2023-09-07 21:28:41;2
;T_5Done;2023-09-07 21:28:46;2
;T_1ocupied;2023-09-07 21:28:53;0
;T_1waiting;2023-09-07 21:28:53;0
;T_0ocupied;2023-09-07 21:28:59;5
;T_0waiting;2023-09-07 21:28:59;5
;T_0done;2023-09-07 21:29:04;0
;T_1done;2023-09-07 21:29:04;0
