mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:46;5
;T_0Done;2023-09-07 21:27:51;5
;T_1Busy;2023-09-07 21:28:04;0
;T_1Done;2023-09-07 21:28:09;0
;T_3ocupied;2023-09-07 21:28:17;3
;T_3waiting;2023-09-07 21:28:17;3
;T_2ocupied;2023-09-07 21:28:31;1
;T_2waiting;2023-09-07 21:28:31;1
;T_2done;2023-09-07 21:28:36;0
;T_3done;2023-09-07 21:28:36;0
;T_4Busy;2023-09-07 21:29:20;2
;T_4Done;2023-09-07 21:29:25;2
;T_5Busy;2023-09-07 21:29:33;1
;T_5Done;2023-09-07 21:29:38;1
;T_1ocupied;2023-09-07 21:29:49;5
;T_1waiting;2023-09-07 21:29:49;5
;T_0ocupied;2023-09-07 21:30:28;2
;T_0waiting;2023-09-07 21:30:28;2
;T_0done;2023-09-07 21:30:33;0
;T_1done;2023-09-07 21:30:33;0
