mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:47;3
;T_0Done;2023-09-07 21:28:52;3
;T_1Busy;2023-09-07 21:28:55;5
;T_1Done;2023-09-07 21:29:00;5
;T_2ocupied;2023-09-07 21:29:14;1
;T_2waiting;2023-09-07 21:29:14;1
;T_3ocupied;2023-09-07 21:29:25;5
;T_3waiting;2023-09-07 21:29:25;5
;T_2done;2023-09-07 21:29:30;0
;T_3done;2023-09-07 21:29:30;0
;T_4Busy;2023-09-07 21:30:26;3
;T_4Done;2023-09-07 21:30:31;3
;T_5Busy;2023-09-07 21:30:53;5
;T_5Done;2023-09-07 21:30:58;5
;T_0ocupied;2023-09-07 21:31:13;1
;T_0waiting;2023-09-07 21:31:13;1
;T_1ocupied;2023-09-07 21:31:19;2
;T_1waiting;2023-09-07 21:31:19;2
;T_0done;2023-09-07 21:31:24;0
;T_1done;2023-09-07 21:31:24;0
