, T_0_Busy, 1900-01-00 00:00:00, 4
, T_0_Done, 1900-01-00 00:00:00, 4
, T_1_Busy, 1900-01-00 00:00:00, 3
, T_1_Done, 1900-01-00 00:00:00, 3
, T_2_ocupied, 1900-01-00 00:00:00, 3
, T_2_waiting, 1900-01-00 00:00:00, 3
, T_3_ocupied, 1900-01-00 00:00:00, 4
, T_3_waiting, 1900-01-00 00:00:00, 4
, T_2_busy, 1900-01-00 00:00:00, 0
, T_2_busy, 1900-01-00 00:00:00, 0
, T_3_busy, 1900-01-00 00:00:00, 0
, T_3_busy, 1900-01-00 00:00:00, 0
, T_2_done, 1900-01-00 00:00:00, 0
, T_3_done, 1900-01-00 00:00:00, 0
, T_4_Busy, 1900-01-00 00:00:00, 0
, T_4_Done, 1900-01-00 00:00:00, 0
, T_5_Busy, 1900-01-00 00:00:00, 0
, T_5_Done, 1900-01-00 00:00:00, 0
, T_1_ocupied, 1900-01-00 00:00:00, 3
, T_1_waiting, 1900-01-00 00:00:00, 3
, T_0_ocupied, 1900-01-00 00:00:00, 0
, T_0_waiting, 1900-01-00 00:00:00, 0
, T_0_busy, 1900-01-00 00:00:00, 0
, T_0_busy, 1900-01-00 00:00:00, 0
, T_1_busy, 1900-01-00 00:00:00, 0
, T_1_busy, 1900-01-00 00:00:00, 0
, T_0_done, 1900-01-00 00:00:00, 0
, T_1_done, 1900-01-00 00:00:00, 0
