mision;activity;time;robot
;T_0Busy;2023-09-07 22:10:45;5
;T_0Done;2023-09-07 22:10:50;5
;T_1Busy;2023-09-07 22:11:03;1
;T_1Done;2023-09-07 22:11:08;1
;T_2ocupied;2023-09-07 22:11:12;0
;T_2waiting;2023-09-07 22:11:12;0
;T_3ocupied;2023-09-07 22:11:40;2
;T_3waiting;2023-09-07 22:11:40;2
;T_2done;2023-09-07 22:11:45;0
;T_3done;2023-09-07 22:11:45;0
;T_4Busy;2023-09-07 22:13:20;3
;T_4Done;2023-09-07 22:13:25;3
;T_5Busy;2023-09-07 22:13:37;1
;T_5Done;2023-09-07 22:13:42;1
;T_1ocupied;2023-09-07 22:13:47;0
;T_1waiting;2023-09-07 22:13:47;0
;T_0ocupied;2023-09-07 22:14:00;1
;T_0waiting;2023-09-07 22:14:00;1
;T_0done;2023-09-07 22:14:05;0
;T_1done;2023-09-07 22:14:05;0
