mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:51;1
;T_0Done;2023-09-07 21:27:56;1
;T_1Busy;2023-09-07 21:28:08;1
;T_1Done;2023-09-07 21:28:13;1
;T_3ocupied;2023-09-07 21:28:20;5
;T_3waiting;2023-09-07 21:28:20;5
;T_2ocupied;2023-09-07 21:28:30;2
;T_2waiting;2023-09-07 21:28:30;2
;T_2done;2023-09-07 21:28:34;0
;T_3done;2023-09-07 21:28:34;0
;T_4Busy;2023-09-07 21:28:48;0
;T_4Done;2023-09-07 21:28:53;0
;T_5Busy;2023-09-07 21:29:09;4
;T_5Done;2023-09-07 21:29:14;4
;T_0ocupied;2023-09-07 21:29:31;4
;T_0waiting;2023-09-07 21:29:31;4
;T_1ocupied;2023-09-07 21:29:39;0
;T_1waiting;2023-09-07 21:29:39;0
;T_0done;2023-09-07 21:29:43;0
;T_1done;2023-09-07 21:29:43;0
