mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:31;1
;T_0Done;2023-09-07 22:11:35;1
;T_1Busy;2023-09-07 22:12:06;1
;T_1Done;2023-09-07 22:12:11;1
;T_2ocupied;2023-09-07 22:12:22;2
;T_2waiting;2023-09-07 22:12:22;2
;T_3ocupied;2023-09-07 22:12:30;5
;T_3waiting;2023-09-07 22:12:30;5
;T_2done;2023-09-07 22:12:35;0
;T_3done;2023-09-07 22:12:35;0
;T_4Busy;2023-09-07 22:13:26;5
;T_4Done;2023-09-07 22:13:31;5
;T_5Busy;2023-09-07 22:13:41;0
;T_5Done;2023-09-07 22:13:46;0
;T_1ocupied;2023-09-07 22:13:59;1
;T_1waiting;2023-09-07 22:13:59;1
;T_0ocupied;2023-09-07 22:14:08;3
;T_0waiting;2023-09-07 22:14:08;3
;T_0done;2023-09-07 22:14:13;0
;T_1done;2023-09-07 22:14:13;0
