mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:33;4
;T_0Done;2023-09-07 22:11:38;4
;T_1Busy;2023-09-07 22:11:45;5
;T_1Done;2023-09-07 22:11:50;5
;T_2ocupied;2023-09-07 22:11:54;4
;T_2waiting;2023-09-07 22:11:54;4
;T_3ocupied;2023-09-07 22:12:00;0
;T_3waiting;2023-09-07 22:12:00;0
;T_2done;2023-09-07 22:12:05;0
;T_3done;2023-09-07 22:12:05;0
;T_4Busy;2023-09-07 22:13:49;5
;T_4Done;2023-09-07 22:13:54;5
;T_5Busy;2023-09-07 22:13:58;1
;T_5Done;2023-09-07 22:14:03;1
;T_1ocupied;2023-09-07 22:14:14;5
;T_1waiting;2023-09-07 22:14:14;5
;T_0ocupied;2023-09-07 22:14:17;4
;T_0waiting;2023-09-07 22:14:17;4
;T_0done;2023-09-07 22:14:22;0
;T_1done;2023-09-07 22:14:22;0
